n	t_ms	AcY	AcY_offset	AcZ	roll	gyroXrate	compX	e	edot
1376.0	9372.99	-644.0	-1033.0	15328.0	-3.86	-0.97	-5.95	-5.95	0.62
1377.0	9379.64	-608.0	-997.0	15380.0	-3.71	-0.85	-5.94	-5.94	0.84
1378.0	9386.26	-488.0	-877.0	15292.0	-3.28	-0.85	-5.93	-5.93	1.17
1379.0	9392.85	-512.0	-901.0	15232.0	-3.39	-0.76	-5.92	-5.92	1.17
1380.0	9399.46	-532.0	-921.0	15240.0	-3.46	-0.74	-5.92	-5.92	1.13
1381.0	9406.06	-564.0	-953.0	15348.0	-3.55	-0.51	-5.91	-5.91	1.28
1382.0	9412.65	-492.0	-881.0	15272.0	-3.3	-0.24	-5.9	-5.9	1.74
1383.0	9419.23	-528.0	-917.0	15288.0	-3.43	-0.34	-5.89	-5.89	1.54
1384.0	9425.86	-568.0	-957.0	15300.0	-3.58	-0.19	-5.88	-5.88	1.55
1385.0	9432.48	-504.0	-893.0	15080.0	-3.39	-0.3	-5.87	-5.87	1.58
1386.0	9439.06	-456.0	-845.0	15208.0	-3.18	-0.2	-5.85	-5.85	1.85
1387.0	9445.65	-532.0	-921.0	15260.0	-3.45	-0.16	-5.84	-5.84	1.66
1388.0	9452.24	-480.0	-869.0	15184.0	-3.28	-0.34	-5.83	-5.83	1.61
1389.0	9458.86	-596.0	-985.0	15168.0	-3.72	-0.28	-5.82	-5.82	1.32
1390.0	9465.47	-552.0	-941.0	15180.0	-3.55	-0.35	-5.81	-5.81	1.37
1391.0	9472.08	-564.0	-953.0	15224.0	-3.58	-0.31	-5.81	-5.81	1.38
1392.0	9478.68	-580.0	-969.0	15300.0	-3.62	-0.61	-5.8	-5.8	1.04
1393.0	9485.28	-572.0	-961.0	15352.0	-3.58	-0.76	-5.79	-5.79	0.92
1394.0	9491.89	-476.0	-865.0	15080.0	-3.28	-0.86	-5.79	-5.79	1.04
1395.0	9498.48	-580.0	-969.0	15308.0	-3.62	-1.12	-5.78	-5.78	0.52
1396.0	9505.11	-408.0	-797.0	15280.0	-2.99	-1.47	-5.78	-5.78	0.65
1397.0	9511.72	-340.0	-729.0	15160.0	-2.75	-1.56	-5.77	-5.77	0.74
1398.0	9518.34	-384.0	-773.0	15228.0	-2.91	-1.92	-5.77	-5.77	0.25
1399.0	9524.95	-560.0	-949.0	15372.0	-3.53	-2.19	-5.77	-5.77	-0.49
1400.0	9531.57	-392.0	-781.0	15132.0	-2.95	-2.47	-5.78	-5.78	-0.32
1401.0	9538.21	-424.0	-813.0	15252.0	-3.05	-2.85	-5.78	-5.78	-0.79
1402.0	9544.84	-432.0	-821.0	15136.0	-3.1	-3.18	-5.79	-5.79	-1.15
1403.0	9551.46	-440.0	-829.0	15276.0	-3.11	-3.56	-5.8	-5.8	-1.52
1404.0	9558.09	-396.0	-785.0	15260.0	-2.94	-3.97	-5.81	-5.81	-1.8
1405.0	9564.7	-484.0	-873.0	15364.0	-3.25	-4.11	-5.83	-5.83	-2.16
1406.0	9571.34	-392.0	-781.0	15412.0	-2.9	-4.44	-5.84	-5.84	-2.22
1407.0	9577.98	-484.0	-873.0	15112.0	-3.31	-4.82	-5.86	-5.86	-2.88
1408.0	9584.6	-656.0	-1045.0	15208.0	-3.93	-5.28	-5.88	-5.88	-3.8
1409.0	9591.28	-596.0	-985.0	15268.0	-3.69	-5.37	-5.91	-5.91	-3.7
1410.0	9597.9	-508.0	-897.0	15252.0	-3.37	-5.65	-5.93	-5.93	-3.7
1411.0	9604.53	-500.0	-889.0	15168.0	-3.35	-5.81	-5.96	-5.96	-3.84
1412.0	9611.16	-624.0	-1013.0	15300.0	-3.79	-5.91	-5.99	-5.99	-4.24
1413.0	9617.86	-528.0	-917.0	15236.0	-3.44	-5.96	-6.01	-6.01	-4.04
1414.0	9624.47	-612.0	-1001.0	15084.0	-3.8	-6.04	-6.04	-6.04	-4.33
1415.0	9631.15	-520.0	-909.0	15164.0	-3.43	-6.05	-6.07	-6.07	-4.06
1416.0	9637.75	-584.0	-973.0	15180.0	-3.67	-6.05	-6.1	-6.1	-4.2
1417.0	9644.38	-648.0	-1037.0	15204.0	-3.9	-5.97	-6.13	-6.13	-4.28
1418.0	9651.06	-596.0	-985.0	15300.0	-3.68	-5.82	-6.15	-6.15	-3.97
1419.0	9657.71	-616.0	-1005.0	15272.0	-3.77	-5.76	-6.18	-6.18	-3.94
1420.0	9664.41	-600.0	-989.0	15328.0	-3.69	-5.72	-6.2	-6.2	-3.83
1421.0	9671.05	-556.0	-945.0	15340.0	-3.53	-5.55	-6.23	-6.23	-3.5
1422.0	9677.66	-688.0	-1077.0	15340.0	-4.02	-5.44	-6.25	-6.25	-3.74
1423.0	9684.36	-700.0	-1089.0	15376.0	-4.05	-5.31	-6.28	-6.28	-3.64
1424.0	9691.04	-724.0	-1113.0	15320.0	-4.16	-5.13	-6.3	-6.3	-3.52
1425.0	9697.72	-688.0	-1077.0	15348.0	-4.01	-4.93	-6.32	-6.32	-3.19
1426.0	9704.4	-696.0	-1085.0	15324.0	-4.05	-4.93	-6.34	-6.34	-3.21
1427.0	9711.08	-820.0	-1209.0	15272.0	-4.53	-4.87	-6.37	-6.37	-3.49
1428.0	9717.76	-736.0	-1125.0	15328.0	-4.2	-4.79	-6.39	-6.39	-3.15
1429.0	9724.44	-756.0	-1145.0	15220.0	-4.3	-4.73	-6.41	-6.41	-3.14
1430.0	9731.14	-688.0	-1077.0	15304.0	-4.03	-4.5	-6.43	-6.43	-2.69
1431.0	9737.81	-812.0	-1201.0	15192.0	-4.52	-4.59	-6.45	-6.45	-3.14
1432.0	9744.51	-832.0	-1221.0	15164.0	-4.6	-4.33	-6.47	-6.47	-2.93
1433.0	9751.18	-688.0	-1077.0	15180.0	-4.06	-4.12	-6.48	-6.48	-2.3
1434.0	9757.86	-668.0	-1057.0	15240.0	-3.97	-3.74	-6.49	-6.49	-1.84
1435.0	9764.54	-776.0	-1165.0	15256.0	-4.37	-3.55	-6.51	-6.51	-1.94
1436.0	9771.23	-784.0	-1173.0	15224.0	-4.41	-3.21	-6.52	-6.52	-1.62
1437.0	9777.91	-780.0	-1169.0	15260.0	-4.38	-2.9	-6.53	-6.53	-1.29
1438.0	9784.59	-660.0	-1049.0	15268.0	-3.93	-2.82	-6.53	-6.53	-0.86
1439.0	9791.26	-748.0	-1137.0	15204.0	-4.28	-2.53	-6.54	-6.54	-0.83
1440.0	9797.94	-760.0	-1149.0	15212.0	-4.32	-2.36	-6.54	-6.54	-0.69
1441.0	9804.62	-876.0	-1265.0	15272.0	-4.74	-2.35	-6.55	-6.55	-0.98
1442.0	9811.3	-752.0	-1141.0	15372.0	-4.25	-2.15	-6.55	-6.55	-0.42
1443.0	9817.98	-880.0	-1269.0	15300.0	-4.74	-1.96	-6.56	-6.56	-0.6
1444.0	9824.67	-824.0	-1213.0	15248.0	-4.55	-2.03	-6.56	-6.56	-0.52
1445.0	9831.35	-708.0	-1097.0	15264.0	-4.11	-1.89	-6.56	-6.56	-0.04
1446.0	9838.04	-792.0	-1181.0	15344.0	-4.4	-1.7	-6.56	-6.56	-0.08
1447.0	9844.67	-724.0	-1113.0	15296.0	-4.16	-1.6	-6.56	-6.56	0.21
1448.0	9851.35	-780.0	-1169.0	15444.0	-4.33	-1.6	-6.56	-6.56	0.08
1449.0	9858.0	-724.0	-1113.0	15184.0	-4.19	-1.47	-6.56	-6.56	0.31
1450.0	9864.65	-828.0	-1217.0	15468.0	-4.5	-1.25	-6.55	-6.55	0.3
1451.0	9871.29	-816.0	-1205.0	15116.0	-4.56	-1.09	-6.55	-6.55	0.42
1452.0	9877.95	-812.0	-1201.0	15116.0	-4.54	-1.01	-6.55	-6.55	0.5
1453.0	9884.59	-744.0	-1133.0	15240.0	-4.25	-0.69	-6.54	-6.54	1.05
1454.0	9891.25	-700.0	-1089.0	15272.0	-4.08	-0.65	-6.53	-6.53	1.2
1455.0	9897.9	-732.0	-1121.0	15208.0	-4.22	-0.6	-6.53	-6.53	1.15
1456.0	9904.57	-652.0	-1041.0	15316.0	-3.89	-0.46	-6.52	-6.52	1.52
1457.0	9911.23	-648.0	-1037.0	15240.0	-3.89	-0.63	-6.51	-6.51	1.34
1458.0	9917.9	-708.0	-1097.0	15332.0	-4.09	-0.52	-6.5	-6.5	1.29
1459.0	9924.54	-656.0	-1045.0	15320.0	-3.9	-0.73	-6.49	-6.49	1.23
1460.0	9931.21	-652.0	-1041.0	15200.0	-3.92	-0.63	-6.48	-6.48	1.3
1461.0	9937.86	-660.0	-1049.0	15316.0	-3.92	-0.76	-6.47	-6.47	1.17
1462.0	9944.53	-736.0	-1125.0	15324.0	-4.2	-1.1	-6.47	-6.47	0.61
1463.0	9951.18	-656.0	-1045.0	15404.0	-3.88	-1.31	-6.47	-6.47	0.65
1464.0	9957.86	-612.0	-1001.0	15296.0	-3.74	-1.44	-6.46	-6.46	0.61
1465.0	9964.54	-608.0	-997.0	15432.0	-3.7	-1.5	-6.46	-6.46	0.58
1466.0	9971.15	-624.0	-1013.0	15204.0	-3.81	-1.89	-6.46	-6.46	0.12
1467.0	9977.8	-720.0	-1109.0	15316.0	-4.14	-1.92	-6.46	-6.46	-0.17
1468.0	9984.47	-688.0	-1077.0	15288.0	-4.03	-2.09	-6.46	-6.46	-0.26
1469.0	9991.13	-696.0	-1085.0	15124.0	-4.1	-2.27	-6.46	-6.46	-0.49
1470.0	9997.82	-632.0	-1021.0	15220.0	-3.84	-2.56	-6.47	-6.47	-0.59
1471.0	10004.51	-652.0	-1041.0	15308.0	-3.89	-2.76	-6.47	-6.47	-0.82
1472.0	10011.23	-572.0	-961.0	15292.0	-3.6	-3.05	-6.48	-6.48	-0.9
1473.0	10017.89	-704.0	-1093.0	15220.0	-4.11	-3.14	-6.49	-6.49	-1.34
1474.0	10024.62	-744.0	-1133.0	15160.0	-4.27	-3.44	-6.5	-6.5	-1.77
1475.0	10031.36	-684.0	-1073.0	15208.0	-4.04	-3.48	-6.51	-6.51	-1.63
1476.0	10038.09	-732.0	-1121.0	15240.0	-4.21	-3.5	-6.52	-6.52	-1.78
1477.0	10044.81	-644.0	-1033.0	15220.0	-3.88	-3.42	-6.53	-6.53	-1.44
1478.0	10051.54	-844.0	-1233.0	15336.0	-4.6	-3.27	-6.54	-6.54	-1.81
1479.0	10058.28	-848.0	-1237.0	15212.0	-4.65	-1.88	-6.55	-6.55	-0.46
1480.0	10065.0	-1004.0	-1393.0	15152.0	-5.25	-0.08	-6.54	-6.54	0.88
1481.0	10071.75	-1604.0	-1993.0	15420.0	-7.36	4.17	-6.52	-6.52	3.54
1482.0	10078.54	-1572.0	-1961.0	14768.0	-7.56	10.86	-6.45	-6.45	10.04
1483.0	10085.41	-1936.0	-2325.0	15272.0	-8.66	20.98	-6.32	-6.32	19.27
1484.0	10092.3	-2148.0	-2537.0	14720.0	-9.78	29.06	-6.13	-6.13	26.4
1485.0	10099.19	-2944.0	-3333.0	15276.0	-12.31	41.15	-5.88	-5.88	36.47
1486.0	10106.15	-2544.0	-2933.0	15048.0	-11.03	52.7	-5.54	-5.54	48.74
1487.0	10113.09	-1312.0	-1701.0	15696.0	-6.19	61.47	-5.12	-5.12	60.7
1488.0	10120.0	-100.0	-489.0	15720.0	-1.78	70.4	-4.62	-4.62	72.46
1489.0	10126.76	-2656.0	-3045.0	14876.0	-11.57	78.93	-4.13	-4.13	73.4
1490.0	10133.69	88.0	-301.0	15576.0	-1.11	91.01	-3.48	-3.48	92.73
1491.0	10140.42	-148.0	-537.0	15740.0	-1.95	99.4	-2.81	-2.81	100.04
1492.0	10147.27	1008.0	619.0	16084.0	2.2	105.0	-2.07	-2.07	108.14
1493.0	10154.18	3276.0	2887.0	15220.0	10.74	108.61	-1.26	-1.26	117.34
1494.0	10161.2	636.0	247.0	15644.0	0.9	109.56	-0.48	-0.48	110.55
1495.0	10168.08	1644.0	1255.0	15224.0	4.71	104.5	0.26	0.26	107.75
1496.0	10175.03	2272.0	1883.0	15220.0	7.05	98.51	0.97	0.97	102.91
1497.0	10181.9	-1200.0	-1589.0	15508.0	-5.85	89.43	1.55	1.55	84.02
1498.0	10188.76	2760.0	2371.0	16804.0	8.03	80.93	2.14	2.14	85.25
1499.0	10195.63	452.0	63.0	13308.0	0.27	75.77	2.64	2.64	74.03
1500.0	10202.34	6816.0	6427.0	15508.0	22.51	72.38	3.23	3.23	86.81
1501.0	10209.24	4260.0	3871.0	14248.0	15.2	62.31	3.72	3.72	70.68
1502.0	10216.16	3440.0	3051.0	15276.0	11.29	50.5	4.1	4.1	55.73
1503.0	10223.08	4372.0	3983.0	13772.0	16.13	41.5	4.45	4.45	49.98
1504.0	10229.97	3780.0	3391.0	14448.0	13.21	31.05	4.7	4.7	37.25
1505.0	10236.86	3492.0	3103.0	14700.0	11.92	18.64	4.87	4.87	23.79
1506.0	10243.78	3056.0	2667.0	14564.0	10.38	7.96	4.95	4.95	11.91
1507.0	10250.65	5164.0	4775.0	14660.0	18.04	-3.02	4.99	4.99	6.52
1508.0	10257.42	5032.0	4643.0	14784.0	17.44	-13.61	4.96	4.96	-4.36
1509.0	10264.3	4792.0	4403.0	14648.0	16.73	-24.69	4.85	4.85	-16.01
1510.0	10271.2	3904.0	3515.0	14256.0	13.85	-34.89	4.66	4.66	-28.2
1511.0	10278.12	4204.0	3815.0	14884.0	14.38	-44.79	4.4	4.4	-37.54
1512.0	10285.06	4268.0	3879.0	15052.0	14.45	-54.56	4.07	4.07	-47.05
1513.0	10291.97	4548.0	4159.0	15360.0	15.15	-62.89	3.7	3.7	-54.55
1514.0	10298.88	4600.0	4211.0	15356.0	15.33	-69.93	3.27	3.27	-61.16
1515.0	10305.8	3796.0	3407.0	14920.0	12.86	-76.14	2.8	2.8	-68.83
1516.0	10312.74	3500.0	3111.0	14784.0	11.88	-81.73	2.28	2.28	-74.76
1517.0	10319.68	3084.0	2695.0	15028.0	10.17	-86.02	1.72	1.72	-79.91
1518.0	10326.62	2508.0	2119.0	15160.0	7.96	-89.33	1.14	1.14	-84.39
1519.0	10333.5	2424.0	2035.0	14940.0	7.76	-91.08	0.55	0.55	-85.82
1520.0	10340.36	2276.0	1887.0	14556.0	7.39	-90.73	-0.04	-0.04	-85.28
1521.0	10347.22	2244.0	1855.0	14908.0	7.09	-90.26	-0.62	-0.62	-84.62
1522.0	10354.08	1864.0	1475.0	15888.0	5.3	-87.98	-1.19	-1.19	-83.22
1523.0	10360.94	-988.0	-1377.0	12560.0	-6.26	-83.56	-1.78	-1.78	-86.84
1524.0	10367.78	-5316.0	-5705.0	15868.0	-19.77	-83.59	-2.44	-2.44	-96.32
1525.0	10374.76	-5260.0	-5649.0	14640.0	-21.1	-82.13	-3.11	-3.11	-95.1
1526.0	10381.72	-2264.0	-2653.0	16080.0	-9.37	-76.86	-3.67	-3.67	-80.97
1527.0	10388.64	-948.0	-1337.0	15084.0	-5.07	-72.34	-4.17	-4.17	-72.99
1528.0	10395.51	-208.0	-597.0	14852.0	-2.3	-65.44	-4.61	-4.61	-63.75
1529.0	10402.3	-1244.0	-1633.0	14832.0	-6.28	-59.17	-5.02	-5.02	-60.1
1530.0	10409.19	-2812.0	-3201.0	15684.0	-11.54	-52.24	-5.41	-5.41	-56.71
1531.0	10416.17	-2124.0	-2513.0	14976.0	-9.53	-44.63	-5.74	-5.74	-47.36
1532.0	10423.1	-1772.0	-2161.0	15076.0	-8.16	-37.31	-6.01	-6.01	-38.86
1533.0	10430.02	-1200.0	-1589.0	15852.0	-5.72	-31.25	-6.23	-6.23	-30.89
1534.0	10436.94	-1788.0	-2177.0	15604.0	-7.94	-23.95	-6.4	-6.4	-25.07
1535.0	10443.86	-2080.0	-2469.0	15160.0	-9.25	-17.66	-6.53	-6.53	-19.63
1536.0	10450.81	-2172.0	-2561.0	15076.0	-9.64	-12.48	-6.64	-6.64	-14.66
1537.0	10457.75	-2152.0	-2541.0	15124.0	-9.54	-7.64	-6.7	-6.7	-9.69
1538.0	10464.56	-2040.0	-2429.0	15244.0	-9.05	-3.44	-6.74	-6.74	-5.15
1539.0	10471.37	-1840.0	-2229.0	15348.0	-8.26	0.08	-6.75	-6.75	-1.04
1540.0	10478.16	-1832.0	-2221.0	15344.0	-8.24	3.24	-6.73	-6.73	2.13
1541.0	10484.95	-1768.0	-2157.0	15340.0	-8.0	5.88	-6.7	-6.7	4.91
1542.0	10491.7	-1488.0	-1877.0	15472.0	-6.92	8.98	-6.64	-6.64	8.77
1543.0	10498.48	-1212.0	-1601.0	15412.0	-5.93	11.56	-6.56	-6.56	12.02
1544.0	10505.34	-1040.0	-1429.0	15176.0	-5.38	14.08	-6.46	-6.46	14.86
1545.0	10512.21	-1248.0	-1637.0	15148.0	-6.17	16.18	-6.34	-6.34	16.31
1546.0	10519.11	-1064.0	-1453.0	15068.0	-5.51	18.4	-6.21	-6.21	18.91
1547.0	10525.98	-872.0	-1261.0	15248.0	-4.73	20.04	-6.07	-6.07	21.02
1548.0	10532.78	-840.0	-1229.0	15132.0	-4.64	21.28	-5.92	-5.92	22.22
1549.0	10539.62	-800.0	-1189.0	14968.0	-4.54	22.4	-5.76	-5.76	23.3
1550.0	10546.44	-796.0	-1185.0	15192.0	-4.46	23.32	-5.59	-5.59	24.15
1551.0	10553.27	-880.0	-1269.0	15096.0	-4.81	23.48	-5.43	-5.43	23.94
1552.0	10560.11	-792.0	-1181.0	15056.0	-4.49	23.55	-5.26	-5.26	24.12
1553.0	10566.94	-652.0	-1041.0	15060.0	-3.95	23.36	-5.1	-5.1	24.2
1554.0	10573.76	-484.0	-873.0	15192.0	-3.29	23.27	-4.93	-4.93	24.48
1555.0	10580.53	-304.0	-693.0	15172.0	-2.62	23.34	-4.76	-4.76	24.93
1556.0	10587.3	-124.0	-513.0	15320.0	-1.92	23.17	-4.59	-4.59	25.15
1557.0	10594.08	148.0	-241.0	15252.0	-0.91	22.98	-4.42	-4.42	25.59
1558.0	10600.85	356.0	-33.0	15364.0	-0.12	23.47	-4.24	-4.24	26.52
1559.0	10607.56	1728.0	1339.0	15536.0	4.93	23.27	-4.04	-4.04	29.98
1560.0	10614.41	992.0	603.0	15544.0	2.22	22.59	-3.85	-3.85	27.05
1561.0	10621.17	-604.0	-993.0	15416.0	-3.69	22.44	-3.7	-3.7	22.45
1562.0	10627.94	-244.0	-633.0	15108.0	-2.4	20.53	-3.56	-3.56	21.39
1563.0	10634.7	460.0	71.0	15584.0	0.26	19.32	-3.41	-3.41	22.05
1564.0	10641.38	496.0	107.0	15124.0	0.41	18.62	-3.27	-3.27	21.38
1565.0	10648.15	824.0	435.0	15216.0	1.64	17.15	-3.13	-3.13	20.68
1566.0	10654.92	680.0	291.0	15248.0	1.09	16.05	-3.0	-3.0	19.09
1567.0	10661.64	584.0	195.0	15332.0	0.73	14.83	-2.88	-2.88	17.53
1568.0	10668.4	524.0	135.0	15092.0	0.51	13.6	-2.77	-2.77	16.04
1569.0	10675.15	932.0	543.0	15248.0	2.04	12.49	-2.66	-2.66	15.99
1570.0	10681.91	1040.0	651.0	15160.0	2.46	11.14	-2.56	-2.56	14.87
1571.0	10688.72	952.0	563.0	15060.0	2.14	9.95	-2.47	-2.47	13.36
1572.0	10695.41	788.0	399.0	15024.0	1.52	8.6	-2.39	-2.39	11.54
1573.0	10702.1	784.0	395.0	15064.0	1.5	6.95	-2.33	-2.33	9.83
1574.0	10708.74	852.0	463.0	15160.0	1.75	5.24	-2.27	-2.27	8.28
1575.0	10715.39	1008.0	619.0	15416.0	2.3	3.23	-2.23	-2.23	6.65
1576.0	10722.08	1048.0	659.0	15328.0	2.46	0.81	-2.2	-2.2	4.31
1577.0	10728.75	1108.0	719.0	15264.0	2.7	-2.21	-2.19	-2.19	1.48
1578.0	10735.44	1184.0	795.0	15496.0	2.94	-5.76	-2.2	-2.2	-1.9
1579.0	10742.14	1416.0	1027.0	15336.0	3.83	-9.63	-2.24	-2.24	-5.08
1580.0	10748.9	1688.0	1299.0	15292.0	4.86	-14.4	-2.3	-2.3	-9.08
1581.0	10755.7	1944.0	1555.0	15308.0	5.8	-19.18	-2.39	-2.39	-13.13
1582.0	10762.57	1824.0	1435.0	15076.0	5.44	-25.89	-2.53	-2.53	-20.07
1583.0	10769.44	2128.0	1739.0	14920.0	6.65	-34.57	-2.72	-2.72	-27.73
1584.0	10776.32	1468.0	1079.0	15100.0	4.09	-42.39	-2.97	-2.97	-37.23
1585.0	10783.17	-944.0	-1333.0	15316.0	-4.97	-53.37	-3.35	-3.35	-54.56
1586.0	10790.02	1876.0	1487.0	15428.0	5.51	-62.77	-3.73	-3.73	-55.99
1587.0	10796.9	1856.0	1467.0	15008.0	5.58	-72.18	-4.18	-4.18	-65.06
1588.0	10803.78	1860.0	1471.0	15088.0	5.57	-82.13	-4.69	-4.69	-74.64
1589.0	10810.65	2468.0	2079.0	15576.0	7.6	-90.57	-5.25	-5.25	-81.16
1590.0	10817.54	1776.0	1387.0	15284.0	5.19	-100.5	-5.88	-5.88	-92.43
1591.0	10824.45	1060.0	671.0	15248.0	2.52	-109.17	-6.59	-6.59	-102.54
1592.0	10831.37	144.0	-245.0	15520.0	-0.9	-117.85	-7.38	-7.38	-113.16
1593.0	10838.26	-240.0	-629.0	15344.0	-2.35	-125.88	-8.21	-8.21	-121.6
1594.0	10845.18	-840.0	-1229.0	15536.0	-4.52	-132.99	-9.11	-9.11	-129.66
1595.0	10852.14	-1784.0	-2173.0	15484.0	-7.99	-138.24	-10.06	-10.06	-136.74
1596.0	10859.27	-2108.0	-2497.0	15192.0	-9.33	-140.04	-11.05	-11.05	-138.83
1597.0	10866.39	7968.0	7579.0	14196.0	28.1	-138.47	-11.84	-11.84	-110.28
1598.0	10873.56	-4460.0	-4849.0	15748.0	-17.11	-136.46	-12.84	-12.84	-139.46
1599.0	10880.74	-3008.0	-3397.0	15260.0	-12.55	-134.36	-13.8	-13.8	-133.49
1600.0	10887.91	-4344.0	-4733.0	15400.0	-17.08	-128.92	-14.73	-14.73	-130.57
1601.0	10895.11	-4012.0	-4401.0	13496.0	-18.06	-119.35	-15.6	-15.6	-121.07
1602.0	10902.28	-5124.0	-5513.0	14148.0	-21.29	-108.19	-16.4	-16.4	-111.62
1603.0	10909.45	-4604.0	-4993.0	14224.0	-19.34	-89.81	-17.06	-17.06	-91.41
1604.0	10916.52	-4224.0	-4613.0	14940.0	-17.16	-73.27	-17.58	-17.58	-72.97
1605.0	10923.6	-4976.0	-5365.0	14444.0	-20.38	-63.17	-18.04	-18.04	-64.83
1606.0	10930.66	-7068.0	-7457.0	15624.0	-25.51	-54.26	-18.45	-18.45	-59.29
1607.0	10937.74	-5760.0	-6149.0	13104.0	-25.14	-36.44	-18.74	-18.74	-40.98
1608.0	10944.82	-15792.0	-16181.0	15752.0	-45.77	-24.88	-19.05	-19.05	-43.84
1609.0	10952.01	-5944.0	-6333.0	14532.0	-23.55	-12.22	-19.16	-19.16	-15.29
1610.0	10959.09	-7420.0	-7809.0	14104.0	-28.97	3.58	-19.19	-19.19	-3.36
1611.0	10966.06	-7092.0	-7481.0	13904.0	-28.28	14.63	-19.13	-19.13	8.04
1612.0	10973.05	-6340.0	-6729.0	14080.0	-25.54	26.27	-18.98	-18.98	21.56
1613.0	10980.08	-6908.0	-7297.0	14360.0	-26.94	36.67	-18.76	-18.76	30.83
1614.0	10987.15	-6584.0	-6973.0	14316.0	-25.97	46.08	-18.48	-18.48	40.75
1615.0	10994.2	-6388.0	-6777.0	14284.0	-25.38	55.11	-18.12	-18.12	49.94
1616.0	11001.24	-6316.0	-6705.0	14432.0	-24.92	64.31	-17.71	-17.71	59.16
1617.0	11008.3	-5660.0	-6049.0	14568.0	-22.55	74.17	-17.21	-17.21	70.36
1618.0	11015.34	-5864.0	-6253.0	14472.0	-23.37	81.23	-16.67	-16.67	76.45
1619.0	11022.4	-5372.0	-5761.0	14296.0	-21.95	87.18	-16.09	-16.09	83.01
1620.0	11029.44	-4868.0	-5257.0	14408.0	-20.05	93.95	-15.45	-15.45	90.67
1621.0	11036.48	-4240.0	-4629.0	14592.0	-17.6	100.34	-14.76	-14.76	98.31
1622.0	11043.57	-3864.0	-4253.0	15304.0	-15.53	102.94	-14.03	-14.03	101.88
1623.0	11050.73	-3684.0	-4073.0	14896.0	-15.29	107.47	-13.27	-13.27	106.06
1624.0	11057.89	-2820.0	-3209.0	14980.0	-12.09	108.84	-12.49	-12.49	109.12
1625.0	11065.04	-4580.0	-4969.0	14936.0	-18.4	109.63	-11.74	-11.74	104.94
1626.0	11072.18	-3384.0	-3773.0	15132.0	-14.0	109.67	-10.98	-10.98	107.54
1627.0	11079.31	568.0	179.0	14400.0	0.71	108.6	-10.15	-10.15	116.25
1628.0	11086.31	2208.0	1819.0	15824.0	6.56	113.65	-9.27	-9.27	125.01
1629.0	11093.28	1380.0	991.0	16280.0	3.48	110.29	-8.44	-8.44	118.89
1630.0	11100.18	-1100.0	-1489.0	15772.0	-5.39	107.56	-7.69	-7.69	109.24
1631.0	11107.16	-1432.0	-1821.0	15580.0	-6.67	105.34	-6.95	-6.95	105.54
1632.0	11114.17	548.0	159.0	15396.0	0.59	101.53	-6.21	-6.21	106.4
1633.0	11121.04	1900.0	1511.0	15372.0	5.61	95.66	-5.49	-5.49	103.79
1634.0	11127.96	968.0	579.0	15268.0	2.17	88.18	-4.85	-4.85	93.29
1635.0	11134.73	76.0	-313.0	14012.0	-1.28	81.63	-4.28	-4.28	83.85
1636.0	11141.47	872.0	483.0	14160.0	1.95	77.91	-3.73	-3.73	82.14
1637.0	11148.23	152.0	-237.0	14588.0	-0.93	69.89	-3.24	-3.24	71.6
1638.0	11155.01	1728.0	1339.0	16028.0	4.78	62.39	-2.78	-2.78	67.99
1639.0	11161.84	2136.0	1747.0	15440.0	6.46	55.23	-2.36	-2.36	61.71
1640.0	11168.72	3236.0	2847.0	15052.0	10.71	48.22	-1.96	-1.96	57.49
1641.0	11175.64	2692.0	2303.0	15360.0	8.53	40.99	-1.63	-1.63	48.36
1642.0	11182.49	2388.0	1999.0	15568.0	7.32	35.32	-1.34	-1.34	41.67
1643.0	11189.36	2080.0	1691.0	15444.0	6.25	29.69	-1.1	-1.1	35.07
1644.0	11196.2	2348.0	1959.0	14836.0	7.52	24.42	-0.89	-0.89	30.6
1645.0	11203.05	2440.0	2051.0	14924.0	7.83	19.63	-0.72	-0.72	25.9
1646.0	11209.9	2464.0	2075.0	14936.0	7.91	15.16	-0.57	-0.57	21.38
1647.0	11216.76	2068.0	1679.0	15112.0	6.34	11.24	-0.46	-0.46	16.22
1648.0	11223.61	1616.0	1227.0	15344.0	4.57	7.29	-0.38	-0.38	10.92
1649.0	11230.37	1696.0	1307.0	15372.0	4.86	3.23	-0.34	-0.34	7.09
1650.0	11237.1	1844.0	1455.0	15196.0	5.47	-0.27	-0.31	-0.31	4.04
1651.0	11243.85	1664.0	1275.0	15224.0	4.79	-3.36	-0.31	-0.31	0.43
1652.0	11250.6	1808.0	1419.0	15260.0	5.31	-6.34	-0.32	-0.32	-2.14
1653.0	11257.35	1640.0	1251.0	14936.0	4.79	-8.73	-0.35	-0.35	-4.91
1654.0	11264.1	1500.0	1111.0	15000.0	4.24	-10.97	-0.4	-0.4	-7.51
1655.0	11270.9	1376.0	987.0	15028.0	3.76	-12.84	-0.47	-0.47	-9.72
1656.0	11277.66	1356.0	967.0	15076.0	3.67	-14.25	-0.55	-0.55	-11.12
1657.0	11284.5	1708.0	1319.0	15092.0	4.99	-15.08	-0.62	-0.62	-10.96
1658.0	11291.34	1320.0	931.0	15332.0	3.47	-15.65	-0.71	-0.71	-12.58
1659.0	11298.16	1328.0	939.0	15136.0	3.55	-16.03	-0.79	-0.79	-12.83
