n	t_ms	AcY	AcY_offset	AcZ	roll	gyroXrate	compX	e	edot
803.0	5472.76	-6744.0	-7133.0	16616.0	-23.23	18.79	-8.2	-8.2	7.84
804.0	5479.56	452.0	63.0	15508.0	0.23	38.91	-7.9	-7.9	44.92
805.0	5486.19	4648.0	4259.0	14940.0	15.91	48.72	-7.46	-7.46	66.41
806.0	5493.02	1500.0	1111.0	13704.0	4.63	56.27	-7.01	-7.01	64.84
807.0	5499.79	1508.0	1119.0	17892.0	3.58	53.44	-6.6	-6.6	61.0
808.0	5506.54	1916.0	1527.0	14640.0	5.95	57.08	-6.15	-6.15	66.09
809.0	5513.34	80.0	-309.0	14444.0	-1.23	52.25	-5.78	-5.78	55.61
810.0	5519.99	4500.0	4111.0	14988.0	15.34	44.01	-5.38	-5.38	59.66
811.0	5526.84	2232.0	1843.0	15884.0	6.62	37.17	-5.07	-5.07	45.74
812.0	5533.63	2840.0	2451.0	14960.0	9.3	28.95	-4.8	-4.8	39.38
813.0	5540.41	-776.0	-1165.0	14424.0	-4.62	19.73	-4.66	-4.66	19.76
814.0	5547.2	1780.0	1391.0	15896.0	5.0	7.02	-4.57	-4.57	14.1
815.0	5553.9	748.0	359.0	14248.0	1.44	1.23	-4.53	-4.53	5.7
816.0	5560.46	192.0	-197.0	15324.0	-0.74	-21.73	-4.65	-4.65	-18.73
817.0	5567.18	-228.0	-617.0	14896.0	-2.37	-38.08	-4.9	-4.9	-36.2
818.0	5573.88	-10780.0	-11169.0	16612.0	-33.91	-54.84	-5.41	-5.41	-76.2
819.0	5580.88	7776.0	7387.0	14644.0	26.77	-72.58	-5.75	-5.75	-49.22
820.0	5587.74	1512.0	1123.0	15076.0	4.26	-85.61	-6.29	-6.29	-77.89
821.0	5594.54	-3620.0	-4009.0	14760.0	-15.2	-101.1	-7.01	-7.01	-107.15
822.0	5601.5	-7032.0	-7421.0	14796.0	-26.64	-104.3	-7.83	-7.83	-117.88
823.0	5608.49	-3708.0	-4097.0	16180.0	-14.21	-104.5	-8.59	-8.59	-108.54
824.0	5615.51	-13708.0	-14097.0	16844.0	-39.93	-101.04	-9.46	-9.46	-122.85
825.0	5622.61	-10940.0	-11329.0	15956.0	-35.38	-103.48	-10.32	-10.32	-121.22
826.0	5629.83	-4208.0	-4597.0	13804.0	-18.42	-81.58	-10.94	-10.94	-86.78
827.0	5636.86	-4896.0	-5285.0	11776.0	-24.17	-61.52	-11.44	-11.44	-70.63
828.0	5643.89	-8348.0	-8737.0	16188.0	-28.36	-56.54	-11.92	-11.92	-68.28
829.0	5650.89	4920.0	4531.0	14232.0	17.66	-46.28	-12.09	-12.09	-24.92
830.0	5657.86	3320.0	2931.0	13608.0	12.16	-26.79	-12.16	-12.16	-9.26
831.0	5664.79	-5848.0	-6237.0	13236.0	-25.23	1.99	-12.21	-12.21	-7.45
832.0	5671.65	1864.0	1475.0	13172.0	6.39	40.71	-11.84	-11.84	54.06
833.0	5678.56	-15668.0	-16057.0	32767.0	-26.11	23.57	-11.75	-11.75	13.13
834.0	5685.62	-3568.0	-3957.0	12620.0	-17.41	59.22	-11.36	-11.36	54.91
835.0	5692.62	9964.0	9575.0	13744.0	34.86	78.59	-10.58	-10.58	111.21
836.0	5699.61	2852.0	2463.0	13832.0	10.1	91.01	-9.85	-9.85	105.33
837.0	5706.48	-1192.0	-1581.0	15288.0	-5.9	88.58	-9.22	-9.22	91.01
838.0	5713.29	-644.0	-1033.0	18224.0	-3.24	98.56	-8.52	-8.52	102.45
839.0	5720.09	1656.0	1267.0	10988.0	6.58	99.52	-7.77	-7.77	110.12
840.0	5726.96	3668.0	3279.0	15796.0	11.73	96.7	-7.02	-7.02	110.41
841.0	5733.84	4156.0	3767.0	15536.0	13.63	90.09	-6.3	-6.3	104.66
842.0	5740.72	2748.0	2359.0	16436.0	8.17	82.98	-5.65	-5.65	93.07
843.0	5747.54	556.0	167.0	16472.0	0.58	84.6	-5.05	-5.05	88.75
844.0	5754.21	-788.0	-1177.0	13080.0	-5.14	77.27	-4.54	-4.54	76.82
845.0	5761.02	2976.0	2587.0	16416.0	8.96	60.98	-4.06	-4.06	70.6
846.0	5767.8	4040.0	3651.0	14844.0	13.82	48.17	-3.64	-3.64	61.1
847.0	5774.65	-1892.0	-2281.0	15432.0	-8.41	32.35	-3.45	-3.45	28.71
848.0	5781.48	-124.0	-513.0	15260.0	-1.93	15.67	-3.33	-3.33	16.71
849.0	5788.2	21008.0	20619.0	13816.0	56.18	-2.41	-3.05	-3.05	41.88
850.0	5795.08	-1764.0	-2153.0	13532.0	-9.04	-0.25	-3.08	-3.08	-4.6
851.0	5801.76	-4712.0	-5101.0	17700.0	-16.08	-24.81	-3.31	-3.31	-34.42
852.0	5808.63	-10044.0	-10433.0	14544.0	-35.65	-36.61	-3.72	-3.72	-59.95
853.0	5815.63	-2440.0	-2829.0	16736.0	-9.59	-46.87	-4.08	-4.08	-50.83
854.0	5822.49	3040.0	2651.0	14984.0	10.03	-56.85	-4.4	-4.4	-46.28
855.0	5829.34	312.0	-77.0	13856.0	-0.32	-63.79	-4.81	-4.81	-60.5
856.0	5836.02	-4564.0	-4953.0	15888.0	-17.31	-62.74	-5.29	-5.29	-71.79
857.0	5842.9	616.0	227.0	14596.0	0.89	-55.84	-5.64	-5.64	-51.07
858.0	5849.64	-384.0	-773.0	14584.0	-3.03	-44.05	-5.92	-5.92	-41.89
859.0	5856.34	-3904.0	-4293.0	16124.0	-14.91	-33.02	-6.19	-6.19	-39.55
860.0	5863.24	-5672.0	-6061.0	15300.0	-21.61	-16.21	-6.38	-6.38	-27.31
861.0	5870.15	-3044.0	-3433.0	14460.0	-13.36	-4.59	-6.44	-6.44	-9.61
862.0	5876.96	-1876.0	-2265.0	16292.0	-7.91	12.91	-6.36	-6.36	11.76
863.0	5883.79	-92.0	-481.0	14520.0	-1.9	33.44	-6.11	-6.11	36.55
864.0	5890.46	1276.0	887.0	14080.0	3.6	54.43	-5.7	-5.7	61.43
865.0	5897.19	-13984.0	-14373.0	15340.0	-43.14	67.5	-5.44	-5.44	39.34
866.0	5904.16	-5768.0	-6157.0	17116.0	-19.78	81.37	-4.95	-4.95	70.67
867.0	5911.05	620.0	231.0	16832.0	0.79	117.67	-4.11	-4.11	121.24
868.0	5917.82	1948.0	1559.0	14376.0	6.19	131.15	-3.18	-3.18	138.11
869.0	5924.74	872.0	483.0	14592.0	1.9	144.1	-2.16	-2.16	147.05
870.0	5931.53	-400.0	-789.0	15448.0	-2.92	157.38	-1.1	-1.1	156.03
871.0	5938.33	2260.0	1871.0	15368.0	6.94	168.63	0.08	0.08	173.7
872.0	5945.18	1216.0	827.0	15108.0	3.13	178.9	1.32	1.32	180.23
873.0	5952.01	-20.0	-409.0	13744.0	-1.7	183.8	2.55	2.55	180.67
874.0	5958.74	3392.0	3003.0	13708.0	12.36	184.41	3.83	3.83	190.77
875.0	5965.71	1300.0	911.0	16640.0	3.13	178.75	5.07	5.07	177.35
876.0	5972.54	2640.0	2251.0	15704.0	8.16	174.39	6.27	6.27	175.78
877.0	5979.45	4092.0	3703.0	14844.0	14.01	161.43	7.42	7.42	166.22
878.0	5986.38	1060.0	671.0	16260.0	2.36	148.03	8.41	8.41	143.65
879.0	5993.23	2744.0	2355.0	16632.0	8.06	133.13	9.32	9.32	132.2
880.0	6000.12	13172.0	12783.0	17316.0	36.44	122.24	10.29	10.29	141.3
881.0	6007.28	6396.0	6007.0	11828.0	26.92	106.45	11.13	11.13	117.54
882.0	6014.32	9332.0	8943.0	13104.0	34.31	76.53	11.79	11.79	92.61
883.0	6021.22	-96.0	-485.0	14968.0	-1.86	49.96	12.06	12.06	39.83
884.0	6027.93	-1320.0	-1709.0	17108.0	-5.7	25.94	12.15	12.15	12.57
885.0	6034.84	4032.0	3643.0	15448.0	13.27	-2.04	12.14	12.14	-1.22
886.0	6041.66	12284.0	11895.0	12932.0	42.61	-24.54	12.12	12.12	-2.07
887.0	6048.64	9760.0	9371.0	13532.0	34.7	-49.22	11.89	11.89	-32.81
888.0	6055.58	4008.0	3619.0	14872.0	13.68	-71.18	11.41	11.41	-69.54
889.0	6062.53	5236.0	4847.0	15212.0	17.67	-89.58	10.82	10.82	-84.63
890.0	6069.47	8220.0	7831.0	14216.0	28.85	-110.15	10.15	10.15	-96.62
891.0	6076.47	4896.0	4507.0	13520.0	18.44	-125.57	9.32	9.32	-119.03
892.0	6083.44	5672.0	5283.0	14820.0	19.62	-143.19	8.38	8.38	-135.08
893.0	6090.42	3904.0	3515.0	15956.0	12.42	-152.84	7.34	7.34	-149.18
894.0	6097.37	3248.0	2859.0	15824.0	10.24	-162.79	6.23	6.23	-159.89
895.0	6104.33	2616.0	2227.0	15008.0	8.44	-169.32	5.06	5.06	-166.88
896.0	6111.21	2328.0	1939.0	15948.0	6.93	-175.42	3.87	3.87	-173.19
897.0	6118.15	1104.0	715.0	16484.0	2.48	-181.79	2.61	2.61	-181.88
898.0	6124.99	2740.0	2351.0	15672.0	8.53	-182.25	1.4	1.4	-177.01
899.0	6131.89	1860.0	1471.0	15324.0	5.48	-182.98	0.16	0.16	-179.11
900.0	6138.77	944.0	555.0	14180.0	2.24	-184.23	-1.09	-1.09	-181.8
901.0	6145.58	-264.0	-653.0	14716.0	-2.54	-182.85	-2.33	-2.33	-183.01
902.0	6152.39	-612.0	-1001.0	14420.0	-3.97	-180.18	-3.56	-3.56	-180.48
903.0	6159.26	-1332.0	-1721.0	14984.0	-6.55	-173.41	-4.76	-4.76	-174.72
904.0	6166.22	-708.0	-1097.0	13940.0	-4.5	-167.61	-5.92	-5.92	-166.58
905.0	6173.1	3032.0	2643.0	18232.0	8.25	-158.17	-6.93	-6.93	-147.09
906.0	6180.03	-3616.0	-4005.0	12652.0	-17.57	-139.5	-7.95	-7.95	-146.48
907.0	6187.0	-2636.0	-3025.0	18692.0	-9.19	-121.69	-8.8	-8.8	-121.98
908.0	6193.94	-832.0	-1221.0	13576.0	-5.14	-100.24	-9.47	-9.47	-97.11
909.0	6200.79	-3160.0	-3549.0	14724.0	-13.55	-82.21	-10.05	-10.05	-84.78
910.0	6207.74	-2692.0	-3081.0	16644.0	-10.49	-66.76	-10.52	-10.52	-66.74
911.0	6214.74	-12356.0	-12745.0	15732.0	-39.01	-57.24	-11.06	-11.06	-77.3
912.0	6221.8	-4560.0	-4949.0	14756.0	-18.54	-27.71	-11.29	-11.29	-32.87
913.0	6228.8	-672.0	-1061.0	14920.0	-4.07	-1.09	-11.26	-11.26	4.08
914.0	6235.54	-1728.0	-2117.0	15132.0	-7.96	16.39	-11.14	-11.14	18.75
915.0	6242.44	-752.0	-1141.0	15880.0	-4.11	33.89	-10.87	-10.87	38.81
916.0	6249.27	-5308.0	-5697.0	14824.0	-21.02	49.72	-10.58	-10.58	42.04
917.0	6256.22	-6576.0	-6965.0	14916.0	-25.03	72.96	-10.15	-10.15	62.21
918.0	6263.19	-4152.0	-4541.0	14824.0	-17.03	90.53	-9.56	-9.56	85.14
919.0	6270.06	224.0	-165.0	15536.0	-0.61	104.44	-8.8	-8.8	110.42
920.0	6276.85	-2168.0	-2557.0	15172.0	-9.57	117.05	-8.01	-8.01	115.9
921.0	6283.77	-372.0	-761.0	15208.0	-2.86	125.08	-7.12	-7.12	128.18
922.0	6290.58	-504.0	-893.0	15632.0	-3.27	131.87	-6.21	-6.21	134.04
923.0	6297.4	372.0	-17.0	15372.0	-0.06	139.19	-5.23	-5.23	143.0
924.0	6304.14	-1920.0	-2309.0	16056.0	-8.18	140.8	-4.31	-4.31	137.91
925.0	6311.08	-5356.0	-5745.0	14916.0	-21.06	138.02	-3.44	-3.44	125.27
926.0	6318.04	-3372.0	-3761.0	15192.0	-13.9	132.1	-2.57	-2.57	123.92
927.0	6324.99	-3188.0	-3577.0	15572.0	-12.94	116.85	-1.82	-1.82	108.8
928.0	6331.97	-2196.0	-2585.0	15744.0	-9.32	96.22	-1.19	-1.19	90.36
929.0	6338.8	-3460.0	-3849.0	14144.0	-15.22	89.14	-0.65	-0.65	78.41
930.0	6345.63	2924.0	2535.0	12496.0	11.47	80.73	-0.04	-0.04	89.2
931.0	6352.43	-1924.0	-2313.0	14860.0	-8.85	61.72	0.33	0.33	54.93
932.0	6359.19	5980.0	5591.0	15308.0	20.06	42.08	0.71	0.71	56.47
933.0	6365.97	7724.0	7335.0	13964.0	27.71	18.4	0.97	0.97	38.2
934.0	6372.77	2100.0	1711.0	13644.0	7.15	-1.88	0.99	0.99	2.67
935.0	6379.43	-280.0	-669.0	15252.0	-2.51	-21.27	0.83	0.83	-23.79
936.0	6386.1	2112.0	1723.0	15732.0	6.25	-40.15	0.59	0.59	-35.89
937.0	6392.88	3880.0	3491.0	15976.0	12.33	-62.58	0.23	0.23	-53.61
938.0	6399.72	4260.0	3871.0	15916.0	13.67	-80.59	-0.25	-0.25	-70.36
939.0	6406.58	256.0	-133.0	15212.0	-0.5	-96.53	-0.91	-0.91	-96.23
940.0	6413.27	1108.0	719.0	15960.0	2.58	-106.92	-1.61	-1.61	-103.77
941.0	6420.15	1624.0	1235.0	15068.0	4.69	-117.01	-2.38	-2.38	-111.85
942.0	6427.06	-1488.0	-1877.0	15512.0	-6.9	-124.75	-3.26	-3.26	-127.4
943.0	6433.99	-2728.0	-3117.0	15432.0	-11.42	-124.99	-4.16	-4.16	-130.26
944.0	6441.02	-2724.0	-3113.0	15984.0	-11.02	-119.53	-5.03	-5.03	-123.82
945.0	6448.01	3604.0	3215.0	13560.0	13.34	-105.54	-5.67	-5.67	-91.89
946.0	6454.94	3888.0	3499.0	11608.0	16.77	-83.95	-6.14	-6.14	-67.33
947.0	6461.8	-1336.0	-1725.0	18480.0	-5.33	-55.83	-6.52	-6.52	-54.97
948.0	6468.64	-7892.0	-8281.0	13720.0	-31.11	-62.77	-7.07	-7.07	-80.44
949.0	6475.51	-9008.0	-9397.0	17376.0	-28.4	-57.91	-7.57	-7.57	-73.15
950.0	6482.4	-2428.0	-2817.0	14052.0	-11.34	-19.28	-7.72	-7.72	-21.92
951.0	6489.3	-60.0	-449.0	12964.0	-1.98	2.66	-7.67	-7.67	6.81
952.0	6495.83	1716.0	1327.0	14116.0	5.37	25.87	-7.44	-7.44	35.72
953.0	6502.61	-2056.0	-2445.0	15556.0	-8.93	42.6	-7.16	-7.16	41.28
954.0	6509.4	-3112.0	-3501.0	15484.0	-12.74	63.68	-6.76	-6.76	59.25
955.0	6516.27	-5776.0	-6165.0	16160.0	-20.88	83.93	-6.25	-6.25	73.22
956.0	6523.14	-1120.0	-1509.0	14928.0	-5.77	102.89	-5.55	-5.55	102.72
957.0	6530.04	-796.0	-1185.0	15604.0	-4.34	116.59	-4.74	-4.74	116.88
958.0	6536.89	460.0	71.0	14852.0	0.27	125.46	-3.86	-3.86	128.49
959.0	6543.59	-2268.0	-2657.0	16240.0	-9.29	137.04	-2.97	-2.97	132.3
960.0	6550.52	-1596.0	-1985.0	15248.0	-7.42	142.24	-2.02	-2.02	138.33
961.0	6557.45	500.0	111.0	15012.0	0.42	144.34	-1.01	-1.01	145.38
962.0	6564.22	-452.0	-841.0	14528.0	-3.31	144.87	-0.04	-0.04	142.44
963.0	6570.99	332.0	-57.0	15568.0	-0.21	144.41	0.93	0.93	143.57
964.0	6577.72	-60.0	-449.0	13920.0	-1.85	135.92	1.82	1.82	133.18
965.0	6584.46	232.0	-157.0	11736.0	-0.77	125.55	2.65	2.65	123.0
966.0	6591.22	2100.0	1711.0	18292.0	5.34	111.5	3.42	3.42	112.93
967.0	6598.12	11348.0	10959.0	14688.0	36.73	102.45	4.29	4.29	126.09
968.0	6605.14	4720.0	4331.0	15056.0	16.05	93.94	5.0	5.0	101.85
969.0	6611.98	2220.0	1831.0	15740.0	6.64	73.51	5.51	5.51	74.34
970.0	6618.76	1176.0	787.0	15804.0	2.85	55.11	5.87	5.87	52.87
971.0	6625.46	3436.0	3047.0	13692.0	12.55	35.63	6.14	6.14	40.44
972.0	6632.28	7188.0	6799.0	13692.0	26.41	14.92	6.34	6.34	29.71
973.0	6639.08	6208.0	5819.0	14344.0	22.08	-4.09	6.39	6.39	7.5
974.0	6645.78	6552.0	6163.0	16764.0	20.19	-21.78	6.32	6.32	-11.37
975.0	6652.6	6768.0	6379.0	15648.0	22.18	-41.44	6.11	6.11	-29.6
976.0	6659.44	6324.0	5935.0	15396.0	21.08	-58.52	5.79	5.79	-47.29
977.0	6666.26	6064.0	5675.0	14304.0	21.64	-77.03	5.35	5.35	-65.03
978.0	6673.08	4672.0	4283.0	14540.0	16.41	-94.88	4.76	4.76	-86.29
979.0	6679.9	5764.0	5375.0	14608.0	20.2	-109.45	4.09	4.09	-97.59
980.0	6686.79	4236.0	3847.0	14220.0	15.14	-123.38	3.3	3.3	-114.74
981.0	6693.72	7584.0	7195.0	14204.0	26.86	-134.37	2.49	2.49	-116.71
982.0	6700.66	3196.0	2807.0	14980.0	10.61	-143.26	1.55	1.55	-136.69
983.0	6707.63	5460.0	5071.0	14856.0	18.85	-147.19	0.61	0.61	-134.03
984.0	6714.53	1484.0	1095.0	15032.0	4.17	-146.93	-0.38	-0.38	-143.62
985.0	6721.4	1712.0	1323.0	15060.0	5.02	-139.5	-1.31	-1.31	-134.88
986.0	6728.28	2684.0	2295.0	14324.0	9.1	-125.5	-2.11	-2.11	-117.31
987.0	6735.18	2276.0	1887.0	17160.0	6.28	-108.05	-2.81	-2.81	-101.43
988.0	6742.1	1976.0	1587.0	17872.0	5.07	-103.19	-3.48	-3.48	-96.97
989.0	6748.91	-7844.0	-8233.0	12816.0	-32.72	-97.46	-4.29	-4.29	-118.41
990.0	6755.85	-17552.0	-17941.0	15120.0	-49.88	-68.28	-4.99	-4.99	-100.78
991.0	6762.86	-1308.0	-1697.0	13880.0	-6.97	-46.02	-5.32	-5.32	-47.2
992.0	6769.7	212.0	-177.0	14172.0	-0.72	-22.51	-5.45	-5.45	-19.03
993.0	6776.42	-908.0	-1297.0	16496.0	-4.5	-7.77	-5.5	-5.5	-7.02
994.0	6783.05	-1172.0	-1561.0	16164.0	-5.52	9.23	-5.44	-5.44	9.17
995.0	6789.76	-4496.0	-4885.0	14468.0	-18.66	26.76	-5.33	-5.33	16.77
996.0	6796.61	-7420.0	-7809.0	14672.0	-28.02	53.71	-5.07	-5.07	36.88
997.0	6803.51	-2860.0	-3249.0	15072.0	-12.16	71.99	-4.61	-4.61	66.49
998.0	6810.37	-980.0	-1369.0	15144.0	-5.17	86.74	-4.02	-4.02	85.91
999.0	6817.12	-2252.0	-2641.0	15260.0	-9.82	101.15	-3.37	-3.37	96.36
1000.0	6824.02	-1272.0	-1661.0	15644.0	-6.06	110.13	-2.63	-2.63	107.63
1001.0	6830.98	-1576.0	-1965.0	15632.0	-7.16	119.21	-1.83	-1.83	115.35
1002.0	6837.98	-3520.0	-3909.0	15224.0	-14.4	124.82	-1.02	-1.02	115.23
1003.0	6844.99	-2600.0	-2989.0	15036.0	-11.24	128.58	-0.18	-0.18	120.64
1004.0	6852.01	248.0	-141.0	15224.0	-0.53	127.89	0.72	0.72	126.99
1005.0	6858.74	-1136.0	-1525.0	15132.0	-5.75	124.33	1.51	1.51	118.9
1006.0	6865.68	88.0	-301.0	15304.0	-1.13	115.63	2.3	2.3	113.15
1007.0	6872.49	-2696.0	-3085.0	15232.0	-11.45	103.2	2.93	2.93	92.58
1008.0	6879.44	-2004.0	-2393.0	14928.0	-9.11	94.76	3.53	3.53	85.63
1009.0	6886.29	6276.0	5887.0	15632.0	20.64	95.8	4.26	4.26	107.81
1010.0	6893.21	3380.0	2991.0	10888.0	15.36	79.53	4.87	4.87	87.15
1011.0	6900.11	-720.0	-1109.0	17428.0	-3.64	62.56	5.25	5.25	56.08
1012.0	6906.88	1720.0	1331.0	15308.0	4.97	44.44	5.55	5.55	44.01
1013.0	6913.67	5484.0	5095.0	15308.0	18.41	27.92	5.81	5.81	37.25
1014.0	6920.56	6656.0	6267.0	13640.0	24.68	7.35	5.95	5.95	21.01
1015.0	6927.38	4728.0	4339.0	14800.0	16.34	-12.76	5.92	5.92	-5.09
1016.0	6934.2	4236.0	3847.0	15528.0	13.91	-30.68	5.75	5.75	-24.66
1017.0	6941.09	3528.0	3139.0	14968.0	11.84	-48.53	5.44	5.44	-43.86
1018.0	6947.96	6716.0	6327.0	14716.0	23.26	-66.39	5.08	5.08	-53.09
1019.0	6954.84	5184.0	4795.0	14528.0	18.27	-82.8	4.58	4.58	-72.8
1020.0	6961.71	1192.0	803.0	14412.0	3.19	-100.31	3.89	3.89	-100.82
1021.0	6968.6	2624.0	2235.0	15280.0	8.32	-112.89	3.13	3.13	-109.11
1022.0	6975.56	856.0	467.0	14544.0	1.84	-124.29	2.27	2.27	-124.6
1023.0	6982.42	3540.0	3151.0	14420.0	12.33	-135.67	1.39	1.39	-127.65
1024.0	6989.45	5628.0	5239.0	15580.0	18.59	-143.02	0.48	0.48	-130.08
1025.0	6996.42	1864.0	1475.0	16544.0	5.09	-144.27	-0.5	-0.5	-140.24
1026.0	7003.34	184.0	-205.0	14712.0	-0.8	-143.44	-1.49	-1.49	-142.93
1027.0	7010.21	2044.0	1655.0	14512.0	6.51	-134.72	-2.37	-2.37	-128.22
1028.0	7017.2	3884.0	3495.0	12204.0	15.98	-119.27	-3.11	-3.11	-105.54
1029.0	7024.22	2300.0	1911.0	16464.0	6.62	-102.49	-3.78	-3.78	-95.06
1030.0	7031.15	-4872.0	-5261.0	10932.0	-25.7	-99.82	-4.57	-4.57	-115.14
1031.0	7038.1	-6772.0	-7161.0	17580.0	-22.16	-70.93	-5.15	-5.15	-83.23
1032.0	7045.07	-18812.0	-19201.0	19568.0	-44.46	-51.11	-5.7	-5.7	-79.08
1033.0	7052.08	4.0	-385.0	16344.0	-1.35	-36.11	-5.93	-5.93	-32.82
1034.0	7058.77	1428.0	1039.0	13748.0	4.32	-17.79	-6.0	-6.0	-10.04
1035.0	7065.57	-2052.0	-2441.0	14952.0	-9.27	-1.69	-6.03	-6.03	-4.08
1036.0	7072.31	-3604.0	-3993.0	15688.0	-14.28	19.87	-5.94	-5.94	13.65
1037.0	7079.26	-6348.0	-6737.0	14732.0	-24.57	50.92	-5.68	-5.68	37.26
1038.0	7086.17	-2068.0	-2457.0	14564.0	-9.58	72.41	-5.2	-5.2	69.23
1039.0	7093.04	-1016.0	-1405.0	14784.0	-5.43	91.09	-4.58	-4.58	90.47
1040.0	7099.88	-444.0	-833.0	15520.0	-3.07	105.56	-3.85	-3.85	106.13
1041.0	7106.73	-1872.0	-2261.0	15696.0	-8.2	117.4	-3.07	-3.07	113.64
1042.0	7113.69	-3016.0	-3405.0	15320.0	-12.53	128.46	-2.23	-2.23	121.02
1043.0	7120.72	-1476.0	-1865.0	15296.0	-6.95	134.99	-1.31	-1.31	130.96
1044.0	7127.72	708.0	319.0	15600.0	1.17	141.62	-0.31	-0.31	142.68
1045.0	7134.56	1644.0	1255.0	14544.0	4.93	145.44	0.71	0.71	148.55
1046.0	7141.49	1052.0	663.0	15748.0	2.41	144.66	1.71	1.71	145.17
1047.0	7148.36	-508.0	-897.0	16456.0	-3.12	140.54	2.65	2.65	136.32
1048.0	7155.21	-36.0	-425.0	15444.0	-1.58	133.5	3.54	3.54	129.76
1049.0	7162.02	980.0	591.0	15340.0	2.21	121.89	4.36	4.36	120.31
1050.0	7168.84	-176.0	-565.0	16564.0	-1.95	109.49	5.07	5.07	104.31
1051.0	7175.69	-4276.0	-4665.0	13612.0	-18.92	105.92	5.67	5.67	87.86
1052.0	7182.62	9628.0	9239.0	13240.0	34.91	92.98	6.46	6.46	113.6
1053.0	7189.52	7436.0	7047.0	15576.0	24.34	79.31	7.09	7.09	91.88
1054.0	7196.36	6312.0	5923.0	13608.0	23.52	58.86	7.57	7.57	70.59
1055.0	7203.24	4032.0	3643.0	15064.0	13.6	44.34	7.91	7.91	48.5
1056.0	7210.09	5056.0	4667.0	14456.0	17.89	28.93	8.15	8.15	36.07
1057.0	7216.93	7156.0	6767.0	14668.0	24.77	10.4	8.31	8.31	22.5
1058.0	7223.8	7444.0	7055.0	14220.0	26.39	-8.73	8.34	8.34	4.48
1059.0	7230.57	5972.0	5583.0	14324.0	21.29	-26.37	8.23	8.23	-16.68
1060.0	7237.44	4844.0	4455.0	14324.0	17.28	-44.15	7.97	7.97	-37.33
1061.0	7244.32	5704.0	5315.0	14048.0	20.72	-63.46	7.6	7.6	-53.88
1062.0	7251.22	5520.0	5131.0	14184.0	19.89	-79.42	7.12	7.12	-70.11
1063.0	7258.12	8284.0	7895.0	13964.0	29.48	-94.5	6.58	6.58	-77.82
1064.0	7264.97	5908.0	5519.0	13508.0	22.22	-108.53	5.92	5.92	-96.58
1065.0	7271.9	4488.0	4099.0	14960.0	15.32	-121.02	5.13	5.13	-113.63
1066.0	7278.89	2516.0	2127.0	15556.0	7.79	-131.69	4.23	4.23	-129.13
1067.0	7285.82	4116.0	3727.0	15620.0	13.42	-140.3	3.3	3.3	-132.97
1068.0	7292.8	4732.0	4343.0	15368.0	15.78	-145.53	2.36	2.36	-135.86
1069.0	7299.8	1336.0	947.0	15016.0	3.61	-148.02	1.33	1.33	-146.38
1070.0	7306.71	2128.0	1739.0	15492.0	6.4	-147.51	0.34	0.34	-143.1
1071.0	7313.61	1756.0	1367.0	14312.0	5.46	-141.05	-0.6	-0.6	-136.64
1072.0	7320.52	884.0	495.0	15144.0	1.87	-130.3	-1.48	-1.48	-127.86
1073.0	7327.39	1392.0	1003.0	16180.0	3.55	-118.84	-2.27	-2.27	-114.59
1074.0	7334.24	1316.0	927.0	15980.0	3.32	-103.23	-2.95	-2.95	-98.63
1075.0	7341.1	4724.0	4335.0	14648.0	16.49	-90.05	-3.46	-3.46	-75.44
1076.0	7347.97	-3924.0	-4313.0	15500.0	-15.55	-77.24	-4.05	-4.05	-85.65
1077.0	7354.89	-6640.0	-7029.0	16272.0	-23.36	-71.25	-4.64	-4.64	-84.84
1078.0	7361.83	-1284.0	-1673.0	14608.0	-6.53	-54.21	-5.02	-5.02	-55.3
1079.0	7368.7	-2300.0	-2689.0	14564.0	-10.46	-38.68	-5.31	-5.31	-42.44
1080.0	7375.63	-3088.0	-3477.0	15312.0	-12.79	-24.41	-5.52	-5.52	-29.69
1081.0	7382.58	-3644.0	-4033.0	15980.0	-14.16	-9.67	-5.63	-5.63	-15.84
1082.0	7389.5	-2760.0	-3149.0	15200.0	-11.7	3.13	-5.64	-5.64	-1.28
1083.0	7396.32	-2952.0	-3341.0	15328.0	-12.3	14.05	-5.58	-5.58	9.09
1084.0	7403.18	-1464.0	-1853.0	15492.0	-6.82	23.43	-5.42	-5.42	22.4
1085.0	7410.03	-2028.0	-2417.0	15664.0	-8.77	30.85	-5.23	-5.23	28.25
1086.0	7416.9	-1632.0	-2021.0	14524.0	-7.92	36.56	-4.99	-4.99	34.41
1087.0	7423.76	-1560.0	-1949.0	14952.0	-7.43	39.89	-4.73	-4.73	37.91
1088.0	7430.62	-1008.0	-1397.0	14892.0	-5.36	41.52	-4.45	-4.45	40.86
1089.0	7437.47	-1292.0	-1681.0	15536.0	-6.18	38.99	-4.2	-4.2	37.54
1090.0	7444.3	-3004.0	-3393.0	15836.0	-12.09	32.3	-4.02	-4.02	26.35
1091.0	7451.21	-3092.0	-3481.0	15584.0	-12.59	20.35	-3.92	-3.92	14.05
1092.0	7458.13	-10260.0	-10649.0	15472.0	-34.54	11.63	-3.99	-3.99	-10.57
1093.0	7465.12	3032.0	2643.0	15424.0	9.72	4.26	-3.89	-3.89	14.05
1094.0	7471.88	5520.0	5131.0	14200.0	19.87	3.15	-3.75	-3.75	20.69
1095.0	7478.72	860.0	471.0	15152.0	1.78	-9.47	-3.79	-3.79	-5.38
